image_path,x,y,z,thumb,fore,index,ring,little,thumb2,fore2,index2,ring2,little2,keycode,gs1,gs2,sign,label,giroX,giroY,giroZ
Image\H\92.png,-122,78,47,0,3,1,0,0,9,92,88,0,0,0,0,1,0,H,0,0,0
Image\H\93.png,-118,77,47,0,0,2,1,3,4,92,91,0,0,0,0,1,0,H,0,0,0
Image\H\94.png,-116,82,46,0,2,0,0,0,6,90,90,2,3,0,0,1,0,H,0,0,0
Image\H\95.png,-127,82,49,0,0,0,0,0,5,92,87,0,0,0,0,1,0,H,0,0,0
Image\H\96.png,-122,78,49,0,1,3,3,3,5,90,91,0,0,0,0,1,0,H,0,0,0
Image\H\97.png,-124,78,53,1,3,0,0,0,4,90,87,0,3,0,0,1,0,H,0,0,0
Image\H\98.png,-120,77,48,0,1,0,0,2,9,91,93,1,3,0,0,1,0,H,0,0,0
Image\H\99.png,-126,73,52,2,1,3,2,0,8,90,90,0,0,0,0,1,0,H,0,0,0
Image\I\0.png,-118,75,52,2,0,0,2,0,68,3,98,97,98,0,0,1,0,I,0,0,0
Image\I\1.png,-111,82,53,2,0,0,3,0,71,0,100,97,100,0,0,1,0,I,0,0,0
Image\I\10.png,-117,75,59,0,0,1,0,0,71,2,100,98,100,0,0,1,0,I,0,0,0
Image\I\100.png,-125,75,49,0,1,1,0,3,69,0,100,99,100,0,0,1,0,I,0,0,0
Image\I\11.png,-116,82,52,0,1,0,0,0,71,0,98,97,100,0,0,1,0,I,0,0,0
Image\I\12.png,-121,81,50,0,2,0,1,3,69,0,100,100,99,0,0,1,0,I,0,0,0
Image\I\13.png,-122,82,51,0,1,3,0,2,67,2,100,98,100,0,0,1,0,I,0,0,0
Image\I\14.png,-119,79,53,0,0,0,0,1,71,3,100,100,100,0,0,1,0,I,0,0,0
Image\I\15.png,-117,77,54,0,1,0,3,0,72,0,100,97,100,0,0,1,0,I,0,0,0
Image\I\16.png,-118,79,58,0,3,0,0,3,70,0,100,100,100,0,0,1,0,I,0,0,0
Image\I\17.png,-116,72,49,0,1,0,3,0,72,3,100,100,100,0,0,1,0,I,0,0,0
Image\I\18.png,-122,74,56,2,0,0,2,0,70,0,100,100,100,0,0,1,0,I,0,0,0
Image\I\19.png,-118,79,53,0,0,0,0,0,71,0,98,98,99,0,0,1,0,I,0,0,0
Image\I\2.png,-120,79,52,0,1,3,2,0,68,0,99,100,97,0,0,1,0,I,0,0,0
Image\I\20.png,-127,80,50,0,2,2,2,0,69,0,97,100,97,0,0,1,0,I,0,0,0
Image\I\21.png,-126,81,55,3,0,3,0,0,70,0,97,97,100,0,0,1,0,I,0,0,0
Image\I\22.png,-126,76,52,3,0,2,0,2,73,0,100,98,99,0,0,1,0,I,0,0,0
Image\I\23.png,-130,77,55,3,1,0,1,0,73,2,98,98,98,0,0,1,0,I,0,0,0
Image\I\24.png,-131,81,53,2,0,3,3,0,73,3,97,99,100,0,0,1,0,I,0,0,0
Image\I\25.png,-131,73,55,0,1,2,2,0,73,3,100,100,100,0,0,1,0,I,0,0,0
Image\I\26.png,-121,74,66,0,3,2,1,0,71,3,99,98,100,0,0,1,0,I,0,0,0
Image\I\27.png,-123,75,69,2,0,1,0,2,69,2,100,98,97,0,0,1,0,I,0,0,0
Image\I\28.png,-120,81,62,0,2,0,3,3,71,0,100,100,100,0,0,1,0,I,0,0,0
Image\I\29.png,-119,81,62,0,1,0,2,2,71,3,100,98,97,0,0,1,0,I,0,0,0
Image\I\3.png,-125,73,67,3,2,0,3,3,71,0,100,100,97,0,0,1,0,I,0,0,0
Image\I\30.png,-122,73,63,0,3,0,1,1,72,1,98,100,98,0,0,1,0,I,0,0,0
Image\I\31.png,-120,79,68,3,0,0,1,0,67,0,100,100,100,0,0,1,0,I,0,0,0
Image\I\32.png,-122,82,65,3,0,3,0,0,68,1,100,98,98,0,0,1,0,I,0,0,0
Image\I\33.png,-126,75,62,0,0,0,0,1,69,1,99,98,100,0,0,1,0,I,0,0,0
Image\I\34.png,-123,73,64,1,0,1,2,2,71,2,97,99,100,0,0,1,0,I,0,0,0
Image\I\35.png,-117,81,65,0,3,0,3,0,67,0,100,97,99,0,0,1,0,I,0,0,0
Image\I\36.png,-118,81,62,0,0,0,3,0,73,0,100,100,97,0,0,1,0,I,0,0,0
Image\I\37.png,-118,85,65,0,0,0,1,3,68,3,100,100,100,0,0,1,0,I,0,0,0
Image\I\38.png,-114,80,67,0,0,0,1,0,72,1,100,100,100,0,0,1,0,I,0,0,0
Image\I\39.png,-117,83,66,0,0,0,0,0,68,2,100,97,99,0,0,1,0,I,0,0,0
Image\I\4.png,-119,72,70,3,3,3,0,0,70,3,100,100,100,0,0,1,0,I,0,0,0
Image\I\40.png,-115,82,64,0,1,1,0,0,72,0,99,97,100,0,0,1,0,I,0,0,0
Image\I\41.png,-111,87,67,3,0,0,2,0,70,1,100,100,97,0,0,1,0,I,0,0,0
Image\I\42.png,-117,86,63,0,0,3,2,2,71,1,98,100,100,0,0,1,0,I,0,0,0
Image\I\43.png,-112,82,62,0,1,1,0,0,67,0,100,100,100,0,0,1,0,I,0,0,0
Image\I\44.png,-116,79,68,3,0,0,0,3,72,2,98,100,98,0,0,1,0,I,0,0,0
Image\I\45.png,-119,79,60,0,0,0,3,0,68,1,98,98,98,0,0,1,0,I,0,0,0
Image\I\46.png,-124,80,69,3,0,0,0,3,71,2,99,100,98,0,0,1,0,I,0,0,0
Image\I\47.png,-120,84,61,3,1,2,1,0,72,1,97,100,100,0,0,1,0,I,0,0,0
Image\I\48.png,-126,79,64,1,0,0,0,0,67,0,100,100,100,0,0,1,0,I,0,0,0
Image\I\49.png,-95,87,60,2,0,3,0,1,73,3,100,100,98,0,0,1,0,I,0,0,0
Image\I\5.png,-117,79,64,1,0,1,0,0,73,2,98,99,100,0,0,1,0,I,0,0,0
Image\I\50.png,-101,80,64,2,3,0,0,0,70,0,100,100,97,0,0,1,0,I,0,0,0
Image\I\51.png,-107,82,64,0,2,0,3,0,71,0,100,100,99,0,0,1,0,I,0,0,0
Image\I\52.png,-103,80,62,2,3,0,0,2,67,0,98,100,100,0,0,1,0,I,0,0,0
Image\I\53.png,-104,80,66,0,0,0,3,1,72,1,100,100,98,0,0,1,0,I,0,0,0
Image\I\54.png,-102,86,70,3,0,0,0,0,69,2,100,100,98,0,0,1,0,I,0,0,0
Image\I\55.png,-108,82,65,0,3,3,0,1,73,0,98,99,100,0,0,1,0,I,0,0,0
Image\I\56.png,-107,88,69,0,0,1,1,2,67,0,99,100,97,0,0,1,0,I,0,0,0
Image\I\57.png,-99,87,72,2,1,0,0,0,67,3,97,97,97,0,0,1,0,I,0,0,0
Image\I\58.png,-107,84,63,1,0,0,3,3,67,0,100,98,99,0,0,1,0,I,0,0,0
Image\I\59.png,-105,79,63,3,3,2,0,0,69,1,97,100,100,0,0,1,0,I,0,0,0
Image\I\6.png,-122,76,69,0,1,0,2,2,68,0,98,100,100,0,0,1,0,I,0,0,0
Image\I\60.png,-101,79,72,0,0,0,3,0,68,0,97,99,100,0,0,1,0,I,0,0,0
Image\I\61.png,-101,76,69,1,2,1,2,0,72,3,100,100,100,0,0,1,0,I,0,0,0
Image\I\62.png,-106,76,68,0,3,2,0,0,72,0,98,99,98,0,0,1,0,I,0,0,0
Image\I\63.png,-104,83,68,0,0,3,2,0,71,0,98,100,100,0,0,1,0,I,0,0,0
Image\I\64.png,-106,81,69,0,0,0,1,2,69,0,98,100,100,0,0,1,0,I,0,0,0
Image\I\65.png,-104,73,62,0,2,3,0,0,69,1,100,100,97,0,0,1,0,I,0,0,0
Image\I\66.png,-116,69,66,3,2,0,3,0,71,3,97,97,98,0,0,1,0,I,0,0,0
Image\I\67.png,-122,77,69,0,0,3,0,0,69,0,99,98,100,0,0,1,0,I,0,0,0
Image\I\68.png,-118,78,63,2,0,3,1,2,69,2,98,100,97,0,0,1,0,I,0,0,0
Image\I\69.png,-115,73,68,0,0,1,2,0,73,0,99,100,100,0,0,1,0,I,0,0,0
Image\I\7.png,-122,74,75,0,0,1,0,2,68,1,99,100,97,0,0,1,0,I,0,0,0
Image\I\70.png,-120,78,67,0,1,0,2,0,69,3,97,100,100,0,0,1,0,I,0,0,0
Image\I\71.png,-117,70,69,2,1,2,0,2,69,1,100,100,100,0,0,1,0,I,0,0,0
Image\I\72.png,-122,70,66,0,3,1,3,2,73,0,100,100,99,0,0,1,0,I,0,0,0
Image\I\73.png,-127,77,61,0,1,1,1,3,68,0,100,97,99,0,0,1,0,I,0,0,0
Image\I\74.png,-122,71,64,0,0,2,2,0,69,0,98,97,99,0,0,1,0,I,0,0,0
Image\I\75.png,-127,72,62,3,2,3,1,2,73,1,100,98,99,0,0,1,0,I,0,0,0
Image\I\76.png,-132,79,68,0,2,0,0,1,69,2,100,97,99,0,0,1,0,I,0,0,0
Image\I\77.png,-128,71,64,0,3,3,0,3,70,0,97,97,100,0,0,1,0,I,0,0,0
Image\I\78.png,-134,74,67,1,0,0,0,0,72,1,99,99,100,0,0,1,0,I,0,0,0
Image\I\79.png,-128,76,64,3,2,0,2,1,67,0,99,100,100,0,0,1,0,I,0,0,0
Image\I\8.png,-120,77,77,0,2,3,1,0,69,0,97,97,100,0,0,1,0,I,0,0,0
Image\I\80.png,-127,75,57,0,0,0,0,3,71,1,100,98,100,0,0,1,0,I,0,0,0
Image\I\81.png,-137,77,62,3,3,2,0,1,67,0,99,97,100,0,0,1,0,I,0,0,0
Image\I\82.png,-129,80,60,1,2,0,0,0,69,1,100,97,100,0,0,1,0,I,0,0,0
Image\I\83.png,-135,84,57,0,0,0,0,0,69,0,100,100,99,0,0,1,0,I,0,0,0
Image\I\84.png,-134,76,59,0,2,1,2,0,72,0,100,99,100,0,0,1,0,I,0,0,0
Image\I\85.png,-134,86,61,1,1,2,0,0,71,0,97,100,100,0,0,1,0,I,0,0,0
Image\I\86.png,-121,86,63,1,2,0,0,0,73,1,97,100,100,0,0,1,0,I,0,0,0
Image\I\87.png,-121,83,57,1,0,3,1,0,73,0,97,100,99,0,0,1,0,I,0,0,0
Image\I\88.png,-125,90,64,2,0,0,2,0,67,0,100,100,100,0,0,1,0,I,0,0,0
Image\I\89.png,-124,88,64,3,1,0,0,0,71,3,100,98,97,0,0,1,0,I,0,0,0
Image\I\9.png,-119,83,59,3,2,0,3,3,70,0,97,97,100,0,0,1,0,I,0,0,0
Image\I\90.png,-121,86,64,0,0,0,0,1,71,0,100,99,100,0,0,1,0,I,0,0,0
Image\I\91.png,-125,86,59,1,0,2,0,2,68,3,100,100,100,0,0,1,0,I,0,0,0
Image\I\92.png,-121,82,61,0,0,0,1,1,71,0,100,100,100,0,0,1,0,I,0,0,0
Image\I\93.png,-129,78,56,3,0,0,1,0,72,0,97,100,98,0,0,1,0,I,0,0,0
Image\I\94.png,-113,79,64,0,0,0,2,0,73,0,97,100,100,0,0,1,0,I,0,0,0
Image\I\95.png,-116,87,65,3,2,0,0,0,69,0,100,100,97,0,0,1,0,I,0,0,0
Image\I\96.png,-120,87,65,2,0,0,1,0,72,0,100,100,98,0,0,1,0,I,0,0,0
Image\I\97.png,-115,80,58,0,1,0,0,0,70,2,100,100,98,0,0,1,0,I,0,0,0
Image\I\98.png,-113,80,58,0,1,1,0,2,68,0,97,100,99,0,0,1,0,I,0,0,0
Image\I\99.png,-113,86,57,0,2,0,2,3,68,0,100,99,98,0,0,1,0,I,0,0,0
Image\J\0.png,-118,73,42,0,0,0,0,0,44,0,100,98,97,0,0,1,0,J,0,0,180
Image\J\1.png,-122,75,39,2,2,0,1,2,46,0,100,97,97,0,0,1,0,J,0,0,180
Image\J\10.png,-108,70,46,0,0,2,0,0,46,2,100,100,100,0,0,1,0,J,0,0,180
Image\J\100.png,-132,80,95,1,3,2,3,0,45,3,100,99,100,0,0,1,0,J,0,0,180
Image\J\11.png,-102,78,51,1,2,0,0,2,45,0,98,98,99,0,0,1,0,J,0,0,180
Image\J\12.png,-108,74,53,0,1,2,2,0,46,2,100,98,97,0,0,1,0,J,0,0,180
Image\J\13.png,-119,73,51,3,2,0,0,0,45,0,98,99,100,0,0,1,0,J,0,0,180
Image\J\14.png,-114,81,60,0,0,1,3,2,44,3,100,100,100,0,0,1,0,J,0,0,180
Image\J\15.png,-117,79,56,0,0,0,0,0,47,1,98,100,100,0,0,1,0,J,0,0,180
Image\J\16.png,-116,78,54,1,0,0,0,0,49,1,100,100,100,0,0,1,0,J,0,0,180
Image\J\17.png,-116,76,54,0,0,0,0,0,49,0,100,100,100,0,0,1,0,J,0,0,180
Image\J\18.png,-124,75,59,0,0,0,1,1,49,0,97,99,100,0,0,1,0,J,0,0,180
Image\J\19.png,-117,71,61,0,0,0,0,0,47,1,97,97,97,0,0,1,0,J,0,0,180
Image\J\2.png,-120,77,51,0,0,0,1,0,44,1,100,99,100,0,0,1,0,J,0,0,180
Image\J\20.png,-114,70,94,0,1,0,0,0,46,0,99,98,100,0,0,1,0,J,0,0,180
Image\J\21.png,-113,67,94,0,0,0,3,0,50,0,100,99,99,0,0,1,0,J,0,0,180
Image\J\22.png,-119,70,97,0,0,1,2,0,50,0,100,99,100,0,0,1,0,J,0,0,180
Image\J\23.png,-117,70,91,1,1,0,0,0,44,0,97,98,98,0,0,1,0,J,0,0,180
Image\J\24.png,-121,69,88,0,0,0,2,0,46,3,99,100,100,0,0,1,0,J,0,0,180
Image\J\25.png,-125,70,96,0,3,3,2,0,45,2,100,97,98,0,0,1,0,J,0,0,180
Image\J\26.png,-129,74,89,2,0,2,3,0,49,0,100,99,100,0,0,1,0,J,0,0,180
Image\J\27.png,-127,76,93,2,0,2,3,0,48,0,97,100,98,0,0,1,0,J,0,0,180
Image\J\28.png,-127,70,88,0,0,0,0,0,44,3,100,98,98,0,0,1,0,J,0,0,180
Image\J\29.png,-123,70,88,3,0,3,2,0,50,2,97,100,100,0,0,1,0,J,0,0,180
Image\J\3.png,-120,81,47,0,0,2,0,0,50,0,100,100,100,0,0,1,0,J,0,0,180
Image\J\30.png,-128,74,98,0,0,1,0,3,48,0,98,100,100,0,0,1,0,J,0,0,180
Image\J\31.png,-125,72,105,0,3,2,0,0,44,0,97,100,100,0,0,1,0,J,0,0,180
Image\J\32.png,-125,66,102,0,0,0,2,0,47,0,99,97,100,0,0,1,0,J,0,0,180
Image\J\33.png,-121,71,101,2,1,3,2,3,49,1,97,99,98,0,0,1,0,J,0,0,180
Image\J\34.png,-125,73,104,0,3,3,0,0,46,1,98,100,100,0,0,1,0,J,0,0,180
Image\J\35.png,-121,72,101,0,0,0,1,1,44,0,100,100,100,0,0,1,0,J,0,0,180
Image\J\36.png,-123,74,95,0,3,0,0,0,44,3,100,100,99,0,0,1,0,J,0,0,180
Image\J\37.png,-129,70,105,3,0,0,0,3,47,0,98,100,100,0,0,1,0,J,0,0,180
Image\J\38.png,-123,80,102,2,3,0,0,2,45,1,99,98,99,0,0,1,0,J,0,0,180
Image\J\39.png,-123,72,97,0,0,0,3,3,48,3,100,100,98,0,0,1,0,J,0,0,180
Image\J\4.png,-105,72,42,0,0,3,0,0,44,1,100,100,99,0,0,1,0,J,0,0,180
Image\J\40.png,-114,75,96,0,0,0,0,0,49,2,100,100,100,0,0,1,0,J,0,0,180
Image\J\41.png,-123,78,97,0,0,0,3,2,44,0,100,100,98,0,0,1,0,J,0,0,180
Image\J\42.png,-115,80,100,2,2,0,0,0,47,0,99,100,100,0,0,1,0,J,0,0,180
Image\J\43.png,-128,67,97,0,3,3,0,0,48,0,100,99,98,0,0,1,0,J,0,0,180
Image\J\44.png,-127,72,96,3,3,0,0,0,44,1,100,100,98,0,0,1,0,J,0,0,180
Image\J\45.png,-128,69,99,0,0,0,0,1,47,0,97,100,100,0,0,1,0,J,0,0,180
Image\J\46.png,-123,72,95,0,1,3,0,0,45,2,100,99,99,0,0,1,0,J,0,0,180
Image\J\47.png,-132,70,92,2,0,0,0,1,48,3,99,100,97,0,0,1,0,J,0,0,180
Image\J\48.png,-128,74,94,1,0,2,1,0,45,2,98,100,100,0,0,1,0,J,0,0,180
Image\J\49.png,-137,76,100,3,2,0,0,1,45,3,100,100,100,0,0,1,0,J,0,0,180
Image\J\5.png,-102,74,70,0,1,0,0,0,48,0,97,100,98,0,0,1,0,J,0,0,180
Image\J\50.png,-131,84,103,1,2,1,1,0,48,0,97,97,100,0,0,1,0,J,0,0,180
Image\J\51.png,-133,79,96,0,0,2,0,0,50,0,100,98,100,0,0,1,0,J,0,0,180
Image\J\52.png,-137,85,100,0,3,2,3,3,49,0,100,100,100,0,0,1,0,J,0,0,180
Image\J\53.png,-133,92,98,0,0,3,3,0,47,0,100,100,99,0,0,1,0,J,0,0,180
Image\J\54.png,-126,90,104,0,0,1,0,0,45,1,100,97,100,0,0,1,0,J,0,0,180
Image\J\55.png,-131,92,105,0,1,3,0,0,45,0,97,99,100,0,0,1,0,J,0,0,180
Image\J\56.png,-130,78,105,0,2,1,0,0,49,0,98,97,97,0,0,1,0,J,0,0,180
Image\J\57.png,-135,86,101,0,0,0,1,0,46,3,97,99,100,0,0,1,0,J,0,0,180
Image\J\58.png,-126,76,96,1,0,0,0,2,50,0,100,99,98,0,0,1,0,J,0,0,180
Image\J\59.png,-135,76,102,0,1,0,2,3,44,0,100,100,100,0,0,1,0,J,0,0,180
Image\J\6.png,-103,73,61,1,1,3,0,0,47,2,100,97,100,0,0,1,0,J,0,0,180
Image\J\60.png,-122,64,55,1,2,1,0,0,50,2,100,100,100,0,0,1,0,J,0,0,180
Image\J\61.png,-120,63,57,0,0,0,0,0,48,3,100,100,98,0,0,1,0,J,0,0,180
Image\J\62.png,-122,61,72,0,0,0,0,0,64,0,100,99,99,0,0,1,0,J,0,0,180
Image\J\63.png,-118,67,76,0,0,0,0,0,65,1,98,99,97,0,0,1,0,J,0,0,180
Image\J\64.png,-121,63,77,0,0,0,0,0,65,3,98,98,100,0,0,1,0,J,0,0,180
Image\J\65.png,-124,68,69,0,0,1,2,0,62,1,98,100,99,0,0,1,0,J,0,0,180
Image\J\66.png,-120,70,78,2,0,0,1,0,65,0,100,100,98,0,0,1,0,J,0,0,180
Image\J\67.png,-108,67,78,0,0,1,0,1,62,0,100,100,100,0,0,1,0,J,0,0,180
Image\J\68.png,-104,60,75,1,0,3,2,2,62,2,97,100,100,0,0,1,0,J,0,0,180
Image\J\69.png,-101,60,74,0,0,0,0,0,65,0,100,97,100,0,0,1,0,J,0,0,180
Image\J\7.png,-108,77,49,0,0,0,3,3,63,0,100,100,100,0,0,1,0,J,0,0,180
Image\J\70.png,-102,73,86,0,0,2,0,2,64,2,100,100,100,0,0,1,0,J,0,0,180
Image\J\71.png,-116,70,79,0,3,0,0,0,65,0,100,100,99,0,0,1,0,J,0,0,180
Image\J\72.png,-112,73,89,1,2,0,0,0,66,3,100,98,98,0,0,1,0,J,0,0,180
Image\J\73.png,-111,66,88,0,1,1,0,0,66,1,100,100,100,0,0,1,0,J,0,0,180
Image\J\74.png,-111,70,79,3,0,1,0,0,68,0,97,99,100,0,0,1,0,J,0,0,180
Image\J\75.png,-115,76,81,0,0,0,3,1,62,0,97,100,100,0,0,1,0,J,0,0,180
Image\J\76.png,-126,69,98,0,0,1,2,0,65,0,100,98,99,0,0,1,0,J,0,0,180
Image\J\77.png,-132,70,95,1,0,0,2,3,62,3,100,100,97,0,0,1,0,J,0,0,180
Image\J\78.png,-127,67,100,1,1,0,0,0,67,0,100,100,100,0,0,1,0,J,0,0,180
Image\J\79.png,-124,68,101,0,0,3,1,0,66,3,99,100,100,0,0,1,0,J,0,0,180
Image\J\8.png,-96,68,58,0,0,0,0,0,62,2,100,100,98,0,0,1,0,J,0,0,180
Image\J\80.png,-114,76,98,0,0,0,0,1,65,0,97,100,100,0,0,1,0,J,0,0,180
Image\J\81.png,-119,67,105,2,2,0,0,2,64,0,100,100,99,0,0,1,0,J,0,0,180
Image\J\82.png,-117,75,97,1,0,0,0,0,67,0,99,100,100,0,0,1,0,J,0,0,180
Image\J\83.png,-122,72,97,0,0,0,0,0,67,0,97,97,97,0,0,1,0,J,0,0,180
Image\J\84.png,-121,76,105,2,0,0,2,0,63,3,100,100,97,0,0,1,0,J,0,0,180
Image\J\85.png,-119,66,104,0,1,1,0,3,65,0,100,100,97,0,0,1,0,J,0,0,180
Image\J\86.png,-117,70,103,0,0,2,0,0,67,2,98,98,100,0,0,1,0,J,0,0,180
Image\J\87.png,-113,71,102,0,1,3,0,0,65,3,98,99,100,0,0,1,0,J,0,0,180
Image\J\88.png,-112,74,103,1,0,0,0,1,63,0,100,100,100,0,0,1,0,J,0,0,180
Image\J\89.png,-119,69,100,0,0,0,0,0,64,3,100,100,97,0,0,1,0,J,0,0,180
Image\J\9.png,-121,71,98,3,0,0,0,0,63,1,97,100,100,0,0,1,0,J,0,0,180
Image\J\90.png,-118,74,95,0,0,1,0,2,66,3,100,100,97,0,0,1,0,J,0,0,180
Image\J\91.png,-115,67,102,2,3,2,0,0,64,3,100,100,100,0,0,1,0,J,0,0,180
Image\J\92.png,-117,73,98,2,2,0,2,2,65,0,100,100,100,0,0,1,0,J,0,0,180
Image\J\93.png,-114,70,105,0,2,0,1,2,63,0,99,97,100,0,0,1,0,J,0,0,180
Image\J\94.png,-115,71,98,0,3,0,3,0,62,0,97,100,100,0,0,1,0,J,0,0,180
Image\J\95.png,-118,69,104,1,1,2,0,0,67,2,100,100,98,0,0,1,0,J,0,0,180
Image\J\96.png,-113,74,104,0,0,1,1,3,66,0,100,100,100,0,0,1,0,J,0,0,180
Image\J\97.png,-120,66,101,0,0,0,0,0,63,0,99,99,100,0,0,1,0,J,0,0,180
Image\J\98.png,-117,75,105,0,0,2,0,0,62,3,100,98,99,0,0,1,0,J,0,0,180
Image\J\99.png,-114,74,105,1,0,3,0,0,68,0,100,98,100,0,0,1,0,J,0,0,180
Image\K\0.png,-143,81,83,0,2,3,3,2,42,10,14,97,99,0,0,1,0,K,0,0,90
Image\K\1.png,-138,83,81,1,0,0,0,0,37,8,11,98,100,0,0,1,0,K,0,0,90
Image\K\10.png,-143,79,85,0,1,2,3,0,39,12,13,100,100,0,0,1,0,K,0,0,90
Image\K\100.png,-127,76,67,0,0,1,2,0,36,10,9,97,100,0,0,1,0,K,0,0,90
Image\K\11.png,-133,77,104,0,0,3,0,3,40,10,12,100,100,0,0,1,0,K,0,0,90
Image\K\12.png,-138,76,101,0,0,0,0,0,42,8,13,97,100,0,0,1,0,K,0,0,90
Image\K\13.png,-135,83,97,2,1,0,0,0,37,12,8,100,100,0,0,1,0,K,0,0,90
Image\K\14.png,-141,80,98,1,1,1,2,3,36,12,9,98,100,0,0,1,0,K,0,0,90
Image\K\15.png,-142,78,102,3,0,0,3,0,39,13,12,99,98,0,0,1,0,K,0,0,90
Image\K\16.png,-142,77,99,0,0,3,0,0,36,11,8,97,98,0,0,1,0,K,0,0,90
Image\K\17.png,-138,80,100,0,0,2,2,0,36,9,12,100,99,0,0,1,0,K,0,0,90
Image\K\18.png,-137,75,100,0,0,1,1,0,38,14,10,100,100,0,0,1,0,K,0,0,90
Image\K\19.png,-130,76,99,0,2,0,1,0,41,8,14,99,100,0,0,1,0,K,0,0,90
Image\K\2.png,-131,78,105,0,1,0,3,0,36,11,13,99,98,0,0,1,0,K,0,0,90
Image\K\20.png,-129,78,99,3,2,0,0,2,37,14,9,98,97,0,0,1,0,K,0,0,90
Image\K\21.png,-133,76,102,0,0,2,0,1,36,10,12,100,97,0,0,1,0,K,0,0,90
Image\K\22.png,-128,85,95,1,1,0,3,0,41,9,13,100,100,0,0,1,0,K,0,0,90
Image\K\23.png,-129,76,99,2,2,0,1,2,40,8,12,97,100,0,0,1,0,K,0,0,90
Image\K\24.png,-127,84,99,0,0,0,0,1,41,14,11,98,100,0,0,1,0,K,0,0,90
Image\K\25.png,-134,76,99,0,0,0,0,3,41,14,12,97,98,0,0,1,0,K,0,0,90
Image\K\26.png,-129,78,98,0,0,0,0,2,42,14,10,100,99,0,0,1,0,K,0,0,90
Image\K\27.png,-133,79,102,0,0,2,3,0,37,12,10,97,100,0,0,1,0,K,0,0,90
Image\K\28.png,-129,75,97,0,0,2,1,3,41,8,11,97,98,0,0,1,0,K,0,0,90
Image\K\29.png,-129,75,100,1,0,0,0,0,38,10,11,98,99,0,0,1,0,K,0,0,90
Image\K\3.png,-141,82,104,3,0,2,0,0,42,13,10,97,100,0,0,1,0,K,0,0,90
Image\K\30.png,-121,78,73,0,0,0,3,0,39,10,10,99,97,0,0,1,0,K,0,0,90
Image\K\31.png,-120,80,71,2,0,3,0,0,40,11,14,100,97,0,0,1,0,K,0,0,90
Image\K\32.png,-133,71,76,0,2,0,0,1,37,13,9,97,97,0,0,1,0,K,0,0,90
Image\K\33.png,-136,72,70,2,0,0,3,0,39,14,10,99,98,0,0,1,0,K,0,0,90
Image\K\34.png,-143,74,73,0,2,3,0,0,40,9,8,97,100,0,0,1,0,K,0,0,90
Image\K\35.png,-141,78,72,0,0,2,0,1,40,10,14,99,100,0,0,1,0,K,0,0,90
Image\K\36.png,-144,72,73,0,0,3,0,1,40,9,9,100,97,0,0,1,0,K,0,0,90
Image\K\37.png,-142,71,80,1,3,0,0,0,40,12,13,99,97,0,0,1,0,K,0,0,90
Image\K\38.png,-138,78,74,0,3,0,0,2,36,11,9,100,100,0,0,1,0,K,0,0,90
Image\K\39.png,-138,76,78,0,2,0,0,0,37,10,9,100,100,0,0,1,0,K,0,0,90
Image\K\4.png,-142,77,71,0,1,2,2,0,41,8,8,98,100,0,0,1,0,K,0,0,90
Image\K\40.png,-138,73,80,1,2,0,3,3,37,12,12,99,100,0,0,1,0,K,0,0,90
Image\K\41.png,-138,73,74,3,0,0,2,0,40,8,14,98,100,0,0,1,0,K,0,0,90
Image\K\42.png,-141,71,73,0,0,0,0,0,36,14,12,100,98,0,0,1,0,K,0,0,90
Image\K\43.png,-141,73,75,0,0,1,3,0,42,14,8,100,100,0,0,1,0,K,0,0,90
Image\K\44.png,-135,77,78,1,2,1,1,2,40,8,10,100,100,0,0,1,0,K,0,0,90
Image\K\45.png,-136,76,72,1,1,0,0,0,37,9,9,100,98,0,0,1,0,K,0,0,90
Image\K\46.png,-137,79,78,1,2,2,0,0,41,13,9,100,99,0,0,1,0,K,0,0,90
Image\K\47.png,-144,73,80,0,0,3,1,0,40,11,14,97,97,0,0,1,0,K,0,0,90
Image\K\48.png,-132,80,79,2,3,0,1,0,41,12,14,98,99,0,0,1,0,K,0,0,90
Image\K\49.png,-127,78,80,0,0,0,0,1,42,10,13,100,98,0,0,1,0,K,0,0,90
Image\K\5.png,-142,82,74,0,0,1,0,0,38,10,8,100,100,0,0,1,0,K,0,0,90
Image\K\50.png,-137,80,71,3,3,0,1,0,40,13,10,100,100,0,0,1,0,K,0,0,90
Image\K\51.png,-141,78,73,0,0,1,1,1,41,12,10,100,100,0,0,1,0,K,0,0,90
Image\K\52.png,-134,76,70,3,0,1,0,2,36,8,11,100,100,0,0,1,0,K,0,0,90
Image\K\53.png,-134,80,78,0,2,0,1,3,39,13,13,97,100,0,0,1,0,K,0,0,90
Image\K\54.png,-135,80,76,1,0,0,3,0,38,11,11,97,97,0,0,1,0,K,0,0,90
Image\K\55.png,-143,80,77,1,1,3,0,1,38,13,9,100,97,0,0,1,0,K,0,0,90
Image\K\56.png,-135,77,70,0,3,0,3,0,41,10,8,98,98,0,0,1,0,K,0,0,90
Image\K\57.png,-135,80,74,3,0,1,0,0,37,11,10,100,99,0,0,1,0,K,0,0,90
Image\K\58.png,-140,76,79,0,0,3,0,0,42,14,14,98,100,0,0,1,0,K,0,0,90
Image\K\59.png,-143,76,71,0,0,0,0,0,42,12,8,97,99,0,0,1,0,K,0,0,90
